ID,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1600,2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M
1601,2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M
1602,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M
1603,2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M
1604,2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M
1605,2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M
1606,2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M
1607,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
1608,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
1609,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L
1610,2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M
1611,2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M
1612,2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M
1613,2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M
1614,2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M
1615,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M
1616,2022,SE,FT,Analytics Engineer,205300,USD,205300,US,0,US,M
1617,2022,SE,FT,Analytics Engineer,184700,USD,184700,US,0,US,M
1618,2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M
1619,2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M
1620,2022,SE,FT,Data Analyst,116150,USD,116150,US,100,US,M
1621,2022,SE,FT,Data Analyst,99050,USD,99050,US,100,US,M
1622,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M
1623,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
1624,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M
1625,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M
1626,2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M
1627,2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M
1628,2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M
1629,2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M
1630,2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M
1631,2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M
1632,2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M
1633,2022,MI,FT,Data Analyst,50000,GBP,61566,GB,0,GB,M
1634,2022,MI,FT,Data Analyst,35000,GBP,43096,GB,0,GB,M
1635,2022,SE,FT,Data Analyst,80000,USD,80000,US,100,US,M
1636,2022,SE,FT,Data Analyst,60000,USD,60000,US,100,US,M
1637,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
1638,2022,SE,FT,Data Analytics Manager,150260,USD,150260,US,100,US,M
1639,2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100,US,M
1640,2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
1641,2022,EN,FT,Data Analyst,67000,USD,67000,CA,0,CA,M
1642,2022,EN,FT,Data Analyst,52000,USD,52000,CA,0,CA,M
1643,2022,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M
1644,2022,SE,FT,Data Analyst,69000,USD,69000,US,100,US,M
1645,2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M
1646,2022,SE,FT,Data Analyst,126500,USD,126500,US,100,US,M
1647,2022,SE,FT,Data Analyst,106260,USD,106260,US,100,US,M
1648,2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M
1649,2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M
1650,2022,SE,FT,Data Analyst,105000,USD,105000,US,100,US,M
1651,2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
1652,2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
1653,2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
1654,2022,MI,FT,Data Scientist,140000,GBP,172386,GB,0,GB,M
1655,2022,MI,FT,Data Scientist,70000,GBP,86193,GB,0,GB,M
1656,2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
1657,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M
1658,2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
1659,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S
1660,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
1661,2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M
1662,2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M
1663,2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
1664,2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M
1665,2022,MI,FT,Machine Learning Developer,100000,CAD,76814,CA,100,CA,M
1666,2022,EX,FT,Director of Data Science,250000,CAD,192037,CA,50,CA,L
1667,2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S
1668,2022,MI,FT,Business Data Analyst,1400000,INR,17805,IN,100,IN,M
1669,2022,MI,FT,Data Scientist,2400000,INR,30523,IN,100,IN,L
1670,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,55685,PT,50,PT,L
1671,2022,MI,PT,Data Engineer,50000,EUR,52533,DE,50,DE,L
1672,2022,EN,FT,Data Scientist,1400000,INR,17805,IN,100,IN,M
1673,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L
1674,2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,100,US,L
1675,2022,MI,FT,Business Data Analyst,90000,CAD,69133,CA,50,CA,L
1676,2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S
1677,2022,SE,FT,Machine Learning Engineer,65000,EUR,68293,IE,100,IE,S
1678,2022,MI,FT,Data Scientist,88000,CAD,67597,CA,100,CA,M
1679,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M
1680,2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
1681,2022,SE,FT,Head of Data,200000,USD,200000,MY,100,US,M
1682,2022,EN,FT,Data Scientist,66500,CAD,51081,CA,100,CA,L
1683,2022,MI,FT,Machine Learning Engineer,121000,AUD,83864,AU,100,AU,L
1684,2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L
1685,2022,MI,FT,Head of Data,30000,EUR,31520,EE,100,EE,S
1686,2022,SE,FT,Machine Learning Engineer,57000,EUR,59888,NL,100,NL,L
1687,2022,SE,FT,Research Scientist,85000,EUR,89306,FR,50,FR,L
1688,2022,EN,FT,Data Scientist,120000,AUD,83171,AU,50,AU,M
1689,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
1690,2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M
1691,2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
1692,2022,SE,FT,Machine Learning Developer,100000,CAD,76814,CA,100,CA,M
1693,2022,MI,FT,Data Scientist,150000,PLN,33609,PL,100,PL,L
1694,2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,100,CA,S
1695,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,30469,TN,100,CZ,M
1696,2022,EN,FT,Data Engineer,52800,EUR,55475,PK,100,DE,M
1697,2022,MI,FT,Research Scientist,59000,EUR,61989,AT,0,AT,L
1698,2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M
1699,2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L
1700,2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L
1701,2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L
1702,2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L
1703,2022,MI,FT,Data Scientist,115000,CHF,120402,CH,0,CH,L
1704,2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L
1705,2022,MI,FT,Data Engineer,62000,EUR,65141,FR,100,FR,M
1706,2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S
1707,2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M
1708,2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S
1709,2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M
1710,2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M
1711,2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
1712,2022,SE,FT,Principal Data Scientist,148000,EUR,155499,DE,100,DE,M
1713,2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L
1714,2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M
1715,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,84053,DE,0,DE,M
1716,2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,M
1717,2022,EN,FT,ML Engineer,20000,EUR,21013,PT,100,PT,L
1718,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
1719,2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M
1720,2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M
1721,2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
1722,2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
1723,2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
1724,2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
1725,2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M
1726,2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M
1727,2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M
1728,2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M
1729,2022,SE,FT,Data Scientist,90000,GBP,117789,GB,0,GB,M
1730,2022,SE,FT,Data Scientist,80000,GBP,104702,GB,0,GB,M
1731,2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
1732,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
1733,2022,EN,FT,Data Engineer,40000,GBP,52351,GB,100,GB,M
1734,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M
1735,2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M
1736,2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M
1737,2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M
1738,2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M
1739,2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M
1740,2022,MI,FT,Data Scientist,50000,GBP,65438,GB,0,GB,M
1741,2022,MI,FT,Data Scientist,30000,GBP,39263,GB,0,GB,M
1742,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M
1743,2022,MI,FT,Data Engineer,40000,GBP,52351,GB,0,GB,M
1744,2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M
1745,2022,EN,FT,Data Engineer,35000,GBP,45807,GB,100,GB,M
1746,2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M
1747,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
1748,2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M
1749,2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M
1750,2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M
1751,2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M
1752,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L
1753,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L
1754,2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M
1755,2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M
1756,2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M
1757,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
1758,2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M
1759,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
1760,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
1761,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
1762,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
1763,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
1764,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M
1765,2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M
1766,2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M
1767,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M
1768,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M
1769,2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M
1770,2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M
1771,2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M
1772,2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M
1773,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M
1774,2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M
1775,2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M
1776,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M
1777,2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L
1778,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
1779,2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M
1780,2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M
1781,2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M
1782,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
1783,2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M
1784,2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M
1785,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1786,2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M
1787,2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M
1788,2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M
1789,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
1790,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
1791,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M
1792,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M
1793,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L
1794,2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M
1795,2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M
1796,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
1797,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M
1798,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
1799,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M
1800,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
1801,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
1802,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M
1803,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M
1804,2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S
1805,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M
1806,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M
1807,2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M
1808,2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M
1809,2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M
1810,2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M
1811,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M
1812,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
1813,2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L
1814,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M
1815,2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L
1816,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
1817,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
1818,2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M
1819,2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M
1820,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M
1821,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
1822,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
1823,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M
1824,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M
1825,2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M
1826,2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,M
1827,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L
1828,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L
1829,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L
1830,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L
1831,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M
1832,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M
1833,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
1834,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,M
1835,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
1836,2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L
1837,2022,MI,FT,Data Analyst,40000,GBP,52351,GB,100,GB,M
1838,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M
1839,2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,M
1840,2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,M
1841,2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,M
1842,2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,M
1843,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M
1844,2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,M
1845,2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M
1846,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
1847,2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M
1848,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,L
1849,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,L
1850,2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M
1851,2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M
1852,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
1853,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M
1854,2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M
1855,2022,SE,FT,Data Engineer,100800,USD,100800,US,100,US,L
1856,2022,MI,FT,Data Engineer,45000,EUR,49461,ES,100,ES,M
1857,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L
1858,2022,MI,FT,Data Analyst,30000,GBP,39263,GB,100,GB,M
1859,2022,MI,FT,Data Analyst,40000,EUR,43966,ES,100,ES,M
1860,2022,MI,FT,Data Analyst,30000,EUR,32974,ES,100,ES,M
1861,2022,MI,FT,Data Engineer,80000,EUR,87932,ES,100,ES,M
1862,2022,MI,FT,Data Engineer,70000,EUR,76940,ES,100,ES,M
1863,2022,MI,FT,Data Engineer,80000,GBP,104702,GB,100,GB,M
1864,2022,MI,FT,Data Engineer,70000,GBP,91614,GB,100,GB,M
1865,2022,MI,FT,Data Engineer,60000,EUR,65949,ES,100,ES,M
1866,2022,MI,FT,Data Engineer,80000,EUR,87932,GR,100,GR,M
1867,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M
1868,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M
1869,2022,MI,FT,Data Analyst,40000,EUR,43966,GR,100,GR,M
1870,2022,MI,FT,Data Analyst,30000,EUR,32974,GR,100,GR,M
1871,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,100,GB,M
1872,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M
1873,2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,L
1874,2022,MI,FT,Data Engineer,70000,EUR,76940,GR,100,GR,M
1875,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L
1876,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L
1877,2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
1878,2022,EN,FT,ML Engineer,20000,EUR,21983,PT,100,PT,L
1879,2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
1880,2022,MI,FT,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M
1881,2022,EX,FT,Director of Data Science,250000,CAD,196979,CA,50,CA,L
1882,2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S
1883,2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,M
1884,2022,MI,FT,NLP Engineer,240000,CNY,37236,US,50,US,L
1885,2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
1886,2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,DE,M
1887,2022,MI,FT,Business Data Analyst,1400000,INR,18442,IN,100,IN,M
1888,2022,MI,FT,Data Scientist,2400000,INR,31615,IN,100,IN,L
1889,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,PT,L
1890,2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L
1891,2022,MI,PT,Data Engineer,50000,EUR,54957,DE,50,DE,L
1892,2022,EN,FT,Data Scientist,1400000,INR,18442,IN,100,IN,M
1893,2022,SE,FT,Principal Data Scientist,148000,EUR,162674,DE,100,DE,M
1894,2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M
1895,2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L
1896,2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M
1897,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
1898,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1899,2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
1900,2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M
1901,2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
1902,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1903,2022,MI,FT,Data Scientist,140000,GBP,183228,GB,0,GB,M
1904,2022,MI,FT,Data Scientist,70000,GBP,91614,GB,0,GB,M
1905,2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M
1906,2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M
1907,2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M
1908,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
1909,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,AE,100,AE,S
1910,2022,SE,FT,Machine Learning Engineer,65000,USD,65000,AE,100,AE,S
1911,2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M
1912,2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M
1913,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
1914,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M
1915,2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M
1916,2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M
1917,2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M
1918,2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,CZ,M
1919,2022,SE,FT,Head of Data,200000,USD,200000,MY,100,US,M
1920,2022,MI,FT,Principal Data Analyst,75000,USD,75000,CA,100,CA,S
1921,2022,MI,FT,Data Scientist,150000,PLN,35590,PL,100,PL,L
1922,2022,SE,FT,Machine Learning Developer,100000,CAD,78791,CA,100,CA,M
1923,2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
1924,2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M
1925,2022,EN,FT,Data Engineer,52800,EUR,58035,PK,100,DE,M
1926,2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M
1927,2022,SE,FT,Research Scientist,85000,EUR,93427,FR,50,FR,L
1928,2022,EN,FT,Data Scientist,66500,CAD,52396,CA,100,CA,L
1929,2022,SE,FT,Machine Learning Engineer,57000,EUR,62651,NL,100,NL,L
1930,2022,MI,FT,Head of Data,30000,EUR,32974,EE,100,EE,S
1931,2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L
1932,2022,MI,FT,Machine Learning Engineer,121000,AUD,87425,AU,100,AU,L
1933,2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
1934,2022,EN,FT,Data Scientist,120000,AUD,86703,AU,50,AU,M
1935,2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L
1936,2022,MI,FT,Research Scientist,59000,EUR,64849,AT,0,AT,L
1937,2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L
1938,2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,100,US,L
1939,2022,EN,FT,Computer Vision Software Engineer,150000,USD,150000,AU,100,AU,S
1940,2022,MI,FT,Business Data Analyst,90000,CAD,70912,CA,50,CA,L
1941,2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S
1942,2022,SE,FT,Machine Learning Engineer,65000,EUR,71444,IE,100,IE,S
1943,2022,EN,FT,Data Analytics Engineer,20000,USD,20000,PK,0,PK,M
1944,2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S
1945,2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M
1946,2022,MI,FT,Data Engineer,62000,EUR,68147,FR,100,FR,M
1947,2022,MI,FT,Data Scientist,115000,CHF,122346,CH,0,CH,L
1948,2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L
1949,2022,MI,FT,Data Scientist,88000,CAD,69336,CA,100,CA,M
1950,2022,EN,FT,Computer Vision Engineer,10000,USD,10000,PT,100,LU,M
1951,2022,MI,FT,Data Analyst,20000,USD,20000,GR,100,GR,S
1952,2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L
1953,2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L
1954,2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L
1955,2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M
1956,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M
1957,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
1958,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M
1959,2022,MI,FT,Data Analyst,85000,USD,85000,CA,0,CA,M
1960,2022,MI,FT,Data Analyst,75000,USD,75000,CA,0,CA,M
1961,2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M
1962,2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M
1963,2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M
1964,2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M
1965,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M
1966,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M
